_id,title,pictures,price,url,"specs.Вес, кг",specs.Страна производства,specs.Назначение,specs.Запах,specs.Применение,specs.Расход (в м² / л),specs.Тип ЛКМ,specs.Цвет,specs.Уход,specs.Марка,specs.Время полного высыхания (ч),specs.Применение продукта,specs.Гарантия (лет),specs.Цветовая палитра,specs.Тепловое сопротивление,specs.Объем (л),specs.Внешний вид,specs.Эффект,specs.Предназначен для,specs.Материал поверхности применения,specs.Время высыхания между 2 слоями (ч),specs.Тип упаковки,specs.Тип продукта,specs.Возможность колеровки онлайн,specs.Экологическая сертификация
5f2c361c558abb54443b4062,Краска для кухни и ванной цвет серый базальт 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963966.jpg"",""path"":""files/Краска для кухни и ванной цвет серый базальт 0.9 л/81963966.jpg"",""checksum"":""8a0f7d0c648d9259667fefb6a2323eef"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963966_01.jpg"",""path"":""files/Краска для кухни и ванной цвет серый базальт 0.9 л/81963966_01.jpg"",""checksum"":""7d4fe090dba88a0fcc5b0a59c6212d3b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963966_02.jpg"",""path"":""files/Краска для кухни и ванной цвет серый базальт 0.9 л/81963966_02.jpg"",""checksum"":""1dbb00aedc276b246539f8665c8d427d"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963966_i.jpg"",""path"":""files/Краска для кухни и ванной цвет серый базальт 0.9 л/81963966_i.jpg"",""checksum"":""06a7f2cdf924c72783fcb8a2b326cd54"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963966_i_05.jpg"",""path"":""files/Краска для кухни и ванной цвет серый базальт 0.9 л/81963966_i_05.jpg"",""checksum"":""8776c75c247b239091097a909e25d9b2"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963966_i1p.jpg"",""path"":""files/Краска для кухни и ванной цвет серый базальт 0.9 л/81963966_i1p.jpg"",""checksum"":""5eb84978702958622226a8f6233611fc"",""status"":""downloaded""}]",291,https://leroymerlin.ru/product/kraska-dlya-kuhni-i-vannoy-cvet-seryy-bazalt-0-9-l-81963966/,1.474,Россия,"Кухня, Ванная комната",,В несколько слоев,,,Серый базальт,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Серый / Серебристый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c3621558abb54443b4063,Тестер краски для гостиной и офиса цвет ультрамарин 50 мл,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963958.jpg"",""path"":""files/Тестер краски для гостиной и офиса цвет ультрамарин 50 мл/81963958.jpg"",""checksum"":""0d364cfd0c50da86607cfee227ec935e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963958_01.jpg"",""path"":""files/Тестер краски для гостиной и офиса цвет ультрамарин 50 мл/81963958_01.jpg"",""checksum"":""8ca3dbcb60db41080d840127224bda5d"",""status"":""downloaded""}]",58,https://leroymerlin.ru/product/tester-kraski-dlya-gostinoy-i-ofisa-cvet-ultramarin-50-ml-81963958/,0.073,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Ультрамарин,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Синий,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c3627558abb54443b4064,Тестер краски для гостиной и офиса цвет бирюза 50 мл,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963945.jpg"",""path"":""files/Тестер краски для гостиной и офиса цвет бирюза 50 мл/81963945.jpg"",""checksum"":""f9fa6b27a8d49c6bae2522f882935f73"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963945_a.jpg"",""path"":""files/Тестер краски для гостиной и офиса цвет бирюза 50 мл/81963945_a.jpg"",""checksum"":""0258cf7e50e6df6f210c024e794a7b70"",""status"":""downloaded""}]",58,https://leroymerlin.ru/product/tester-kraski-dlya-gostinoy-i-ofisa-cvet-biryuza-50-ml-81963945/,0.075,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Бирюза,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Синий,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c363b558abb54443b4065,"Краска для гостинной Glory 0.9 л, цвет королевский голубой","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963903.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет королевский голубой/81963903.jpg"",""checksum"":""2a17f6a4b16ca0569f563df95c52b5f1"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963903_01.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет королевский голубой/81963903_01.jpg"",""checksum"":""f1aec82e4fce3064066befd56a407b53"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963903_02.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет королевский голубой/81963903_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963903_i_04.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет королевский голубой/81963903_i_04.jpg"",""checksum"":""b2f784a2a30d6739d75928cc4a572ed4"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963903_i_05.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет королевский голубой/81963903_i_05.jpg"",""checksum"":""01bc5f168605a96d52a42732ed24c72c"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-0-9-l-81963903/,1.455,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Королевский голубой,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Синий,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c364b558abb54443b4066,"Краска для гостинной Glory 2.5 л, цвет красный коралл","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963890.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красный коралл/81963890.jpg"",""checksum"":""3dceb1f249940e1d73ec28dc50187763"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963890_02.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красный коралл/81963890_02.jpg"",""checksum"":""b1ffeb34d43a7aaf343073ba2e65493f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963890_i_04.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красный коралл/81963890_i_04.jpg"",""checksum"":""268ff914d901c40a75ae2c24cf2ede7a"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963890_i_05.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет красный коралл/81963890_i_05.jpg"",""checksum"":""268ff914d901c40a75ae2c24cf2ede7a"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963890/,3.454,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Красный коралл,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Красный,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c3658558abb54443b4067,"Краска для гостинной Glory 2.5 л, цвет шоколадный крем","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963888.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет шоколадный крем/81963888.jpg"",""checksum"":""be383d4cb4d6304cfd61ba683606e263"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963888_01.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет шоколадный крем/81963888_01.jpg"",""checksum"":""af02edb0d87c9739b0d1e2a46ba3077c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963888_02.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет шоколадный крем/81963888_02.jpg"",""checksum"":""2e20ddc5cc57061ac45806440ba4cb7b"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963888/,3.451,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Шоколадный крем,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Коричневый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c3662558abb54443b4068,"Краска для гостинной Glory 2.5 л, цвет свинцово-синий","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963882.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет свинцово-синий/81963882.jpg"",""checksum"":""b6ff7c98754f3367189299a4034c8f1c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963882_01.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет свинцово-синий/81963882_01.jpg"",""checksum"":""e033ff27f43ee3719e07d47cb243bb2f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963882_02.jpg"",""path"":""files/Краска для гостинной Glory 2.5 л, цвет свинцово-синий/81963882_02.jpg"",""checksum"":""f592ef67ac695cb595ad2ed1f09e2dea"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-2-5-l-81963882/,3.456,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Свинцово-синий,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Синий,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c3675558abb54443b4069,"Краска для гостинной Glory 0.9 л, цвет зелёный луг","[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963875.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет зелёный луг/81963875.jpg"",""checksum"":""4aa5d1e7ce895536df37900e0e0abd6e"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963875_01.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет зелёный луг/81963875_01.jpg"",""checksum"":""752a67f6d2e1f370e0d2f9f8bc5c3259"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963875_tmp_02.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет зелёный луг/81963875_tmp_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963875_i_04.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет зелёный луг/81963875_i_04.jpg"",""checksum"":""c4aaee9669ba901d9885e9acd0a0f299"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963875_i_05.jpg"",""path"":""files/Краска для гостинной Glory 0.9 л, цвет зелёный луг/81963875_i_05.jpg"",""checksum"":""4cd4bbaa5a217a0e00646e035ed15dda"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinnoy-glory-0-9-l-81963875/,1.261,Россия,"Гардеробная, Гостиная, Коридор, Спальня",,В несколько слоев,,,Зеленый луг,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c3683558abb54443b406a,Краска для гостиной и офиса цвет полуночно-синий 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963870.jpg"",""path"":""files/Краска для гостиной и офиса цвет полуночно-синий 2.5 л/81963870.jpg"",""checksum"":""d770835f5828df218f9ad0ba2b007722"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963870_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет полуночно-синий 2.5 л/81963870_02.jpg"",""checksum"":""b1ffeb34d43a7aaf343073ba2e65493f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963870_i_04.jpg"",""path"":""files/Краска для гостиной и офиса цвет полуночно-синий 2.5 л/81963870_i_04.jpg"",""checksum"":""379521b32466cd0dbe108f18795a7d16"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963870_i_05.jpg"",""path"":""files/Краска для гостиной и офиса цвет полуночно-синий 2.5 л/81963870_i_05.jpg"",""checksum"":""fcc2a73c6d976c7446f10e8e07b66275"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-polunochno-siniy-2-5-l-81963870/,3.465,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Полуночно-синий,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Синий,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c3696558abb54443b406b,Краска для гостиной и офиса цвет песчаная дюна 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963863.jpg"",""path"":""files/Краска для гостиной и офиса цвет песчаная дюна 0.9 л/81963863.jpg"",""checksum"":""37abc3c4eb911fe2cc1dcf02fc1b1113"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963863_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет песчаная дюна 0.9 л/81963863_01.jpg"",""checksum"":""e6be6477489b45b5b8560389a6ee939f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963863_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет песчаная дюна 0.9 л/81963863_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963863_i_04.jpg"",""path"":""files/Краска для гостиной и офиса цвет песчаная дюна 0.9 л/81963863_i_04.jpg"",""checksum"":""631fe12ae0139966a14f7f96b7d9f773"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963863_i_05.jpg"",""path"":""files/Краска для гостиной и офиса цвет песчаная дюна 0.9 л/81963863_i_05.jpg"",""checksum"":""ccbcb874edfb08067b1a2b0d9ff876fd"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-peschanaya-dyuna-0-9-l-81963863/,1.467,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Песчаная дюна,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Оранжевый / медный,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c36a6558abb54443b406c,Краска для гостиной и офиса цвет лазурно-серый 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963850.jpg"",""path"":""files/Краска для гостиной и офиса цвет лазурно-серый 2.5 л/81963850.jpg"",""checksum"":""897ba144df813f0890377ddd96d0d85c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963850_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет лазурно-серый 2.5 л/81963850_02.jpg"",""checksum"":""b1ffeb34d43a7aaf343073ba2e65493f"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963850_i_04.jpg"",""path"":""files/Краска для гостиной и офиса цвет лазурно-серый 2.5 л/81963850_i_04.jpg"",""checksum"":""f2b1e465497db3a6f3155859672ca126"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963850_i_05.jpg"",""path"":""files/Краска для гостиной и офиса цвет лазурно-серый 2.5 л/81963850_i_05.jpg"",""checksum"":""f1e28299105a65f0c57e4dcd6cd49903"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-lazurno-seryy-2-5-l-81963850/,4.12,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Лазурно-серый,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Синий,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c36b3558abb54443b406d,Краска для гостиной и офиса цвет зеленая мята 2.5 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963848.jpg"",""path"":""files/Краска для гостиной и офиса цвет зеленая мята 2.5 л/81963848.jpg"",""checksum"":""97efab5c88b896a9fe1a45e8aa92cfbc"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963848_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет зеленая мята 2.5 л/81963848_01.jpg"",""checksum"":""17f3cfe0186cbd9cd4ceef88c8849f41"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963848_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет зеленая мята 2.5 л/81963848_02.jpg"",""checksum"":""7daedff8683e421d386a404c426d172b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963848_03.jpg"",""path"":""files/Краска для гостиной и офиса цвет зеленая мята 2.5 л/81963848_03.jpg"",""checksum"":""0b146772c7cfe6dcfd371f4688cb51f6"",""status"":""downloaded""}]",562,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-zelenaya-myata-2-5-l-81963848/,4.094,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Зеленая мята,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c36bf558abb54443b406e,Краска для гостиной и офиса цвет зеленая мята 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963847.jpg"",""path"":""files/Краска для гостиной и офиса цвет зеленая мята 0.9 л/81963847.jpg"",""checksum"":""a51d717c358dd0d41a6937ebf0ec47bf"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963847_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет зеленая мята 0.9 л/81963847_01.jpg"",""checksum"":""4bc1321bee5eb1f627bbae7ac7aff41b"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963847_tmp_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет зеленая мята 0.9 л/81963847_tmp_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-zelenaya-myata-0-9-l-81963847/,1.466,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Зеленая мята,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c36d0558abb54443b406f,Краска для гостиной и офиса цвет медно-коричевый 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963845.jpg"",""path"":""files/Краска для гостиной и офиса цвет медно-коричевый 0.9 л/81963845.jpg"",""checksum"":""c30d03456169e0a2dd7ae21dc1386c7a"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963845_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет медно-коричевый 0.9 л/81963845_01.jpg"",""checksum"":""be62376637ac78799d9130c5b785d6d7"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963845_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет медно-коричевый 0.9 л/81963845_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963845_i_04.jpg"",""path"":""files/Краска для гостиной и офиса цвет медно-коричевый 0.9 л/81963845_i_04.jpg"",""checksum"":""c9c97a5fd3a315f082aea4120b5cf6d6"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963845_i_05.jpg"",""path"":""files/Краска для гостиной и офиса цвет медно-коричевый 0.9 л/81963845_i_05.jpg"",""checksum"":""1bdef222dc97535e7b8c80e32aefb6d1"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-medno-korichevyy-0-9-l-81963845/,1.237,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Медно-коричневый,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Коричневый,,,Матовый,,,,1.0,,Декоративная краска,,
5f2c36dc558abb54443b4070,Краска для гостиной и офиса цвет весенний лес 0.9 л,"[{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963834.jpg"",""path"":""files/Краска для гостиной и офиса цвет весенний лес 0.9 л/81963834.jpg"",""checksum"":""dc1bc5abb8e9955c9a34664e5b766636"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963834_01.jpg"",""path"":""files/Краска для гостиной и офиса цвет весенний лес 0.9 л/81963834_01.jpg"",""checksum"":""ea169b91a77c3b3d1ecac25dc2493374"",""status"":""downloaded""},{""url"":""https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_600,h_600,c_pad,b_white,d_photoiscoming.png/LMCode/81963834_02.jpg"",""path"":""files/Краска для гостиной и офиса цвет весенний лес 0.9 л/81963834_02.jpg"",""checksum"":""f531cefd1dc60578c1f2881ca78fdf3c"",""status"":""downloaded""}]",313,https://leroymerlin.ru/product/kraska-dlya-gostinoy-i-ofisa-cvet-vesenniy-les-0-9-l-81963834/,1.254,Россия,"Гостиная, Коммерческое помещение",,В несколько слоев,,,Весенний лес,С применением агрессивных или хлорсодержащих моющих средств,PARADE ICE,2.0,,Отсутствует,Зеленый,,,Матовый,,,,1.0,,Декоративная краска,,
